body_type,capacity_tons,length_ft,axles,origin,origin_lat_lng,origin_lat,origin_lng,destination,destination_lat_lng,destination_lat,destination_lng,route_name,payload_tons,truck_model_id,mileage_kmpl,driver_per_day,bata_per_trip,night_halt_per_night,depreciation_per_km,vehicle_per_trip,state_permit,maintenance_per_km,loading_per_ton,idle_hours,idle_cost_per_hour,overhead_per_trip,risk_pct,empty_return_pct
,1,9,,"Kiosk No. K-4, Third Floor, Elante Mall, Industrial Area Phase 1, Chandigarh 160002",,30.7056,76.8013,"SCO-101, Ground Floor, Nabha Gate, New Leela Bhawan Market, Patiala, Punjab 147001",,30.3391,76.3869,Route 1,1,,,,,,,,,,,,,,,0
,1,9,,"Kiosk No. K-4, Third Floor, Elante Mall, Industrial Area Phase 1, Chandigarh 160002",,30.7056,76.8013,"Ground Floor, SCO-13, Sector 10, Budanpur, Panchkula, Haryana 134109",,30.6865,76.8521,Route 1,1,,,,,,,,,,,,,,,0
,1,9,,"Kiosk No. K-4, Third Floor, Elante Mall, Industrial Area Phase 1, Chandigarh 160002",,30.7056,76.8013,"B-45, Ground Floor, Royal Palm High Street Market, VIP Road, Zirakpur, Punjab 140603",,30.6425,76.8265,Route 1,1,,,,,,,,,,,,,,,0
,1,9,,"SCO-101, Ground Floor, Nabha Gate, New Leela Bhawan Market, Patiala, Punjab 147001",,30.3391,76.3869,"Ground Floor, SCO-13, Sector 10, Budanpur, Panchkula, Haryana 134109",,30.6865,76.8521,Route 1,1,,,,,,,,,,,,,,,0
,1,9,,"SCO-101, Ground Floor, Nabha Gate, New Leela Bhawan Market, Patiala, Punjab 147001",,30.3391,76.3869,"B-45, Ground Floor, Royal Palm High Street Market, VIP Road, Zirakpur, Punjab 140603",,30.6425,76.8265,Route 1,1,,,,,,,,,,,,,,,0
,1,9,,"Ground Floor, SCO-13, Sector 10, Budanpur, Panchkula, Haryana 134109",,30.6865,76.8521,"B-45, Ground Floor, Royal Palm High Street Market, VIP Road, Zirakpur, Punjab 140603",,30.6425,76.8265,Route 1,1,,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Kunjpura Road, Near Committee Chowk, Karnal, Haryana 132001",,29.6864,76.9942,"Shop No. 504, Ground Floor, Model Town, Panipat, Haryana 132103",,29.3905,76.9635,Route 10,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Kunjpura Road, Near Committee Chowk, Karnal, Haryana 132001",,29.6864,76.9942,"Front Shop No. 139, Rohtak - Delhi Rd, Subhash Nagar, Rohtak, Haryana 124001",,28.8955,76.6066,Route 10,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. 504, Ground Floor, Model Town, Panipat, Haryana 132103",,29.3905,76.9635,"Front Shop No. 139, Rohtak - Delhi Rd, Subhash Nagar, Rohtak, Haryana 124001",,28.8955,76.6066,Route 10,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop 2, Main Market, Defence Colony, New Delhi - 110024",,28.5742,77.2244,"New Friends Colony Community Centre, New Delhi - 110025",,28.5621,77.2731,Route 11,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop 2, Main Market, Defence Colony, New Delhi - 110024",,28.5742,77.2244,"South Extension Part 2, New Delhi - 110049",,28.5693,77.2194,Route 11,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"New Friends Colony Community Centre, New Delhi - 110025",,28.5621,77.2731,"South Extension Part 2, New Delhi - 110049",,28.5693,77.2194,Route 11,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1,,,"Unit No. CG-128, Block-C, Conscient One, Sector 109, Gurugram - 122017",,28.5135,77.0142,"Iris Broadway Mall, Sector 85, Gurugram - 122051",,28.4005,76.9614,Route 13,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Unit No. CG-128, Block-C, Conscient One, Sector 109, Gurugram - 122017",,28.5135,77.0142,"15A, Chaudhary Complex, Opposite Sec 10A Market, Gurugram - 122001",,28.4552,77.0161,Route 13,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Iris Broadway Mall, Sector 85, Gurugram - 122051",,28.4005,76.9614,"15A, Chaudhary Complex, Opposite Sec 10A Market, Gurugram - 122001",,28.4552,77.0161,Route 13,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,9,,"SCF 38, Ground Floor, Phase 3B2, Sector 60, Mohali, Punjab 160059",,30.7093,76.7226,"Ground Floor, Landran Road / NH 21, Kharar, Greater Mohali, Punjab 140301",,30.7416,76.6521,Route 14,1,,,,,,,,,,,,,,,0
,1,9,,"SCF 38, Ground Floor, Phase 3B2, Sector 60, Mohali, Punjab 160059",,30.7093,76.7226,"SCO 441-442, Ground Floor, Sector 35C, Chandigarh 160035",,30.7247,76.7642,Route 14,1,,,,,,,,,,,,,,,0
,1,9,,"SCF 38, Ground Floor, Phase 3B2, Sector 60, Mohali, Punjab 160059",,30.7093,76.7226,"SCO 4, Ground Floor, Sector 9D, Chandigarh 160009",,30.7466,76.7914,Route 14,1,,,,,,,,,,,,,,,0
,1,9,,"Ground Floor, Landran Road / NH 21, Kharar, Greater Mohali, Punjab 140301",,30.7416,76.6521,"SCO 441-442, Ground Floor, Sector 35C, Chandigarh 160035",,30.7247,76.7642,Route 14,1,,,,,,,,,,,,,,,0
,1,9,,"Ground Floor, Landran Road / NH 21, Kharar, Greater Mohali, Punjab 140301",,30.7416,76.6521,"SCO 4, Ground Floor, Sector 9D, Chandigarh 160009",,30.7466,76.7914,Route 14,1,,,,,,,,,,,,,,,0
,1,9,,"SCO 441-442, Ground Floor, Sector 35C, Chandigarh 160035",,30.7247,76.7642,"SCO 4, Ground Floor, Sector 9D, Chandigarh 160009",,30.7466,76.7914,Route 14,1,,,,,,,,,,,,,,,0
,1.5,,,"Gaur City Mall, Sector 4, Greater Noida West - 201318",,28.6084,77.4304,"Shop No. 2A, Block D & E, Golden I, TechZone 4, Greater Noida West - 201306",,28.5714,77.4572,Route 15,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Gaur City Mall, Sector 4, Greater Noida West - 201318",,28.6084,77.4304,"Shop No. G-5, Civitech Central, Civitech Sampriti, Sector 77, Noida - 201304",,28.5696,77.386,Route 15,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. 2A, Block D & E, Golden I, TechZone 4, Greater Noida West - 201306",,28.5714,77.4572,"Shop No. G-5, Civitech Central, Civitech Sampriti, Sector 77, Noida - 201304",,28.5696,77.386,Route 15,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1,,,"1st Cross Avenue, Alpha 2, Greater Noida - 201310",,28.4735,77.5054,"Sector CHI 5, Greater Noida, Uttar Pradesh - 201310",,28.4411,77.5115,Route 16,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"1st Cross Avenue, Alpha 2, Greater Noida - 201310",,28.4735,77.5054,"Sector 150, Noida, Uttar Pradesh - 201310",,28.4419,77.4697,Route 16,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Sector CHI 5, Greater Noida, Uttar Pradesh - 201310",,28.4411,77.5115,"Sector 150, Noida, Uttar Pradesh - 201310",,28.4419,77.4697,Route 16,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"DLF Galleria Commercial Complex, DLF City Phase 4, Gurugram - 122002",,28.4669,77.0805,"ISI 165, Ground Floor, Sector 14, Gurugram - 122001",,28.4731,77.0425,Route 17,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1.5,,,"Shop No. G-7, Ground Floor, Tower II, HB Twin Towers, Netaji Subhash Place, New Delhi - 110034",,28.6921,77.1515,"Property No. 17, Upper Ground Floor, Main Club Road, Punjabi Bagh Extension, New Delhi - 110026",,28.6675,77.1325,Route 18,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. G-7, Ground Floor, Tower II, HB Twin Towers, Netaji Subhash Place, New Delhi - 110034",,28.6921,77.1515,"Shop No. 29, Plot No.15, NN Mall, Mangalam Place, Sector-3, Rohini, New Delhi - 110085",,28.7095,77.12,Route 18,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. G-7, Ground Floor, Tower II, HB Twin Towers, Netaji Subhash Place, New Delhi - 110034",,28.6921,77.1515,"Sector 11, Rohini, New Delhi - 110085",,28.7214,77.1132,Route 18,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Property No. 17, Upper Ground Floor, Main Club Road, Punjabi Bagh Extension, New Delhi - 110026",,28.6675,77.1325,"Shop No. 29, Plot No.15, NN Mall, Mangalam Place, Sector-3, Rohini, New Delhi - 110085",,28.7095,77.12,Route 18,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Property No. 17, Upper Ground Floor, Main Club Road, Punjabi Bagh Extension, New Delhi - 110026",,28.6675,77.1325,"Sector 11, Rohini, New Delhi - 110085",,28.7214,77.1132,Route 18,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. 29, Plot No.15, NN Mall, Mangalam Place, Sector-3, Rohini, New Delhi - 110085",,28.7095,77.12,"Sector 11, Rohini, New Delhi - 110085",,28.7214,77.1132,Route 18,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Tower Sandal Street, Assotech Business Crestera, Sector 135, Noida - 201304",,28.5289,77.3894,"Plot No-58, Logix City Centre Mall, Sector 32, Noida - 201303",,28.5742,77.3411,Route 19,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Tower Sandal Street, Assotech Business Crestera, Sector 135, Noida - 201304",,28.5289,77.3894,"Main Road, Sector 104, Noida - 201304",,28.5348,77.3735,Route 19,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Plot No-58, Logix City Centre Mall, Sector 32, Noida - 201303",,28.5742,77.3411,"Main Road, Sector 104, Noida - 201304",,28.5348,77.3735,Route 19,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Main Market, Sector 15, Faridabad - 121007",,28.4111,77.3168,"Huda Market, Sector 21C Road, Faridabad - 121001",,28.4239,77.2974,Route 2,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Main Market, Sector 15, Faridabad - 121007",,28.4111,77.3168,"Omaxe World Street, Sector 79, Faridabad - 121002",,28.4116,77.3493,Route 2,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Huda Market, Sector 21C Road, Faridabad - 121001",,28.4239,77.2974,"Omaxe World Street, Sector 79, Faridabad - 121002",,28.4116,77.3493,Route 2,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Mangal Pandey Nagar, Near Garh Road, Meerut, Uttar Pradesh 250004",,28.9826,77.7275,"Ground Floor, Vasant Vihar / Indira Nagar Colony, Dehradun, Uttarakhand 248006",,30.3386,77.9944,Route 20,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Mangal Pandey Nagar, Near Garh Road, Meerut, Uttar Pradesh 250004",,28.9826,77.7275,"Ground Floor, Rajpur Road, Jakhan, Dehradun, Uttarakhand 248001",,30.3472,78.0583,Route 20,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Mangal Pandey Nagar, Near Garh Road, Meerut, Uttar Pradesh 250004",,28.9826,77.7275,"Ground Floor, New Haridwar Road, Near Ranipur More, Haridwar, Uttarakhand 249401",,29.9372,78.1407,Route 20,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Vasant Vihar / Indira Nagar Colony, Dehradun, Uttarakhand 248006",,30.3386,77.9944,"Ground Floor, Rajpur Road, Jakhan, Dehradun, Uttarakhand 248001",,30.3472,78.0583,Route 20,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Vasant Vihar / Indira Nagar Colony, Dehradun, Uttarakhand 248006",,30.3386,77.9944,"Ground Floor, New Haridwar Road, Near Ranipur More, Haridwar, Uttarakhand 249401",,29.9372,78.1407,Route 20,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Rajpur Road, Jakhan, Dehradun, Uttarakhand 248001",,30.3472,78.0583,"Ground Floor, New Haridwar Road, Near Ranipur More, Haridwar, Uttarakhand 249401",,29.9372,78.1407,Route 20,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"A-5B/109A Janakpuri, Lal Sai Mandir Marg, LIG, Janakpuri, New Delhi - 110058",,28.6219,77.0878,"Kiosk No. R-02, Plot No. 10, Eros Mall, Shivaji Place, District Center, Rajouri Garden, New Delhi - 110027",,28.6415,77.1209,Route 21,1.5,Intra,,,,,,,,,,,,,,0
,1,,,"K-1A, Ground Floor, DLF Cyberhub, DLF Cybercity, Phase 2, Gurugram - 122002",,28.4951,77.0886,"Shop No. 9, Global Foyer Mall, Palam Vihar, Sector 22, Gurugram - 122017",,28.5085,77.0315,Route 22,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1.5,,,"Sector 12 (or Sector 5), Dwarka, New Delhi - 110075",,28.5921,77.0622,"Main Najafgarh Road, New Delhi - 110043",,28.609,76.9855,Route 23,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1,,,"DLF Mall Of India, Sector 18, Noida - 201301",,28.5677,77.3214,"Shop 5, Ground Floor, Mukhiya Complex, Sector 34, Village Morna, Noida - 201310",,28.5772,77.3444,Route 24,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"47, Bunglow Road, Mandelia Road, Kamla Nagar North, Delhi - 110007",,28.6811,77.2031,"Shop No. 1 & 2, Ground floor, H-4/9, Model Town Part 2, New Delhi - 110009",,28.697,77.1934,Route 25,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Terminal 3 Arrival Hall, IGI Airport, New Delhi - 110037",,28.5552,77.0838,"Meet & Greet Area, T3 Arrival, IGI Airport, New Delhi - 110037",,28.5555,77.0841,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Terminal 3 Arrival Hall, IGI Airport, New Delhi - 110037",,28.5552,77.0838,"International Departure, Terminal 3, IGI Airport, New Delhi - 110037",,28.5569,77.0855,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Terminal 3 Arrival Hall, IGI Airport, New Delhi - 110037",,28.5552,77.0838,"T3 Metro Station Level, IGI Airport, New Delhi - 110037",,28.5562,77.0852,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Terminal 3 Arrival Hall, IGI Airport, New Delhi - 110037",,28.5552,77.0838,"Domestic Departure Terminal 1, IGI Airport, New Delhi - 110037",,28.5638,77.1211,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Meet & Greet Area, T3 Arrival, IGI Airport, New Delhi - 110037",,28.5555,77.0841,"International Departure, Terminal 3, IGI Airport, New Delhi - 110037",,28.5569,77.0855,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Meet & Greet Area, T3 Arrival, IGI Airport, New Delhi - 110037",,28.5555,77.0841,"T3 Metro Station Level, IGI Airport, New Delhi - 110037",,28.5562,77.0852,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"Meet & Greet Area, T3 Arrival, IGI Airport, New Delhi - 110037",,28.5555,77.0841,"Domestic Departure Terminal 1, IGI Airport, New Delhi - 110037",,28.5638,77.1211,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"International Departure, Terminal 3, IGI Airport, New Delhi - 110037",,28.5569,77.0855,"T3 Metro Station Level, IGI Airport, New Delhi - 110037",,28.5562,77.0852,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"International Departure, Terminal 3, IGI Airport, New Delhi - 110037",,28.5569,77.0855,"Domestic Departure Terminal 1, IGI Airport, New Delhi - 110037",,28.5638,77.1211,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1,,,"T3 Metro Station Level, IGI Airport, New Delhi - 110037",,28.5562,77.0852,"Domestic Departure Terminal 1, IGI Airport, New Delhi - 110037",,28.5638,77.1211,Route 27,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Civil Lines, Church Road, Near Ram Raghu Arcade, Agra, Uttar Pradesh 282002",,27.1979,78.0076,"Shop No. 4 & 5, Ground Floor, Imperial Block, Fatehabad Road, Agra, Uttar Pradesh 282001",,27.1612,78.0462,Route 29,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"GC Grand Street, Vaibhav Khand, Indirapuram, Ghaziabad - 201014",,28.6364,77.3661,"Astoria Boulevard, Raj Nagar, Ghaziabad - 201002",,28.6791,77.4491,Route 3,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"GC Grand Street, Vaibhav Khand, Indirapuram, Ghaziabad - 201014",,28.6364,77.3661,"Sector 12, Vasundhara, Ghaziabad - 201012",,28.6608,77.3573,Route 3,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"GC Grand Street, Vaibhav Khand, Indirapuram, Ghaziabad - 201014",,28.6364,77.3661,"Shop UGF 05, Raj Nagar Extension, Ghaziabad - 201017",,28.6811,77.4538,Route 3,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Astoria Boulevard, Raj Nagar, Ghaziabad - 201002",,28.6791,77.4491,"Sector 12, Vasundhara, Ghaziabad - 201012",,28.6608,77.3573,Route 3,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Astoria Boulevard, Raj Nagar, Ghaziabad - 201002",,28.6791,77.4491,"Shop UGF 05, Raj Nagar Extension, Ghaziabad - 201017",,28.6811,77.4538,Route 3,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Sector 12, Vasundhara, Ghaziabad - 201012",,28.6608,77.3573,"Shop UGF 05, Raj Nagar Extension, Ghaziabad - 201017",,28.6811,77.4538,Route 3,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1,,,"Mezzanine, D-28, Ground Floor, D-27, Connaught Place, New Delhi - 110001",,28.6304,77.2177,"Shop No 18/28, East Patel Nagar Market, New Delhi - 110008",,28.6444,77.1718,Route 30,1,Tata Ace/Carry,,,,,,,,,,,,,,0
,1.5,,,"Block D, Sector 12, Chander Nagar, Ghaziabad - 201011",,28.6653,77.3371,"Durgapuri, Shahdara, Delhi - 110032",,28.6892,77.2911,Route 31,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Ground Floor, Ardee Mall, Ardee City, Sector 52, Gurugram - 122003",,28.4447,77.0789,"Central Plaza Mall, Golf Course Road, Sector 53, Gurugram - 122003",,28.4402,77.0963,Route 32,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. 12, Ground Floor, Kipps Market, Sarabha Nagar, Ludhiana, Punjab 141001",,30.8926,75.8156,"SCO 27, Ground Floor, Model Town Market, Jalandhar, Punjab 144003",,31.3113,75.5876,Route 4,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. 12, Ground Floor, Kipps Market, Sarabha Nagar, Ludhiana, Punjab 141001",,30.8926,75.8156,"SCO 16, Ground Floor, Sukhmani Square, Barewal Awana, Canal Road, Aggar Nagar, Ludhiana, Punjab 141012",,30.6942,76.8617,Route 4,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"Shop No. 12, Ground Floor, Kipps Market, Sarabha Nagar, Ludhiana, Punjab 141001",,30.8926,75.8156,"Shop No. Unit No. 02, Ground Floor, Urban Village, Vatika City Center, Sector 23, Ambala, Haryana 134003",,30.3442,76.8402,Route 4,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"SCO 27, Ground Floor, Model Town Market, Jalandhar, Punjab 144003",,31.3113,75.5876,"SCO 16, Ground Floor, Sukhmani Square, Barewal Awana, Canal Road, Aggar Nagar, Ludhiana, Punjab 141012",,30.6942,76.8617,Route 4,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"SCO 27, Ground Floor, Model Town Market, Jalandhar, Punjab 144003",,31.3113,75.5876,"Shop No. Unit No. 02, Ground Floor, Urban Village, Vatika City Center, Sector 23, Ambala, Haryana 134003",,30.3442,76.8402,Route 4,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"SCO 16, Ground Floor, Sukhmani Square, Barewal Awana, Canal Road, Aggar Nagar, Ludhiana, Punjab 141012",,30.6942,76.8617,"Shop No. Unit No. 02, Ground Floor, Urban Village, Vatika City Center, Sector 23, Ambala, Haryana 134003",,30.3442,76.8402,Route 4,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
,1.5,,,"M-22, Ground Floor, M-Block Market, Greater Kailash 2, New Delhi - 110048",,28.5303,77.2432,"Ground Floor, Select Citywalk Mall, Saket, New Delhi - 110017",,28.5287,77.2195,Route 5,1.5,Bolero-Pickup,,,,,,,,,,,,,,0
